4.550000000000000000e+02	0.000000000000000000e+00
4.560000000000000000e+02	0.000000000000000000e+00
4.570000000000000000e+02	0.000000000000000000e+00
4.580000000000000000e+02	0.000000000000000000e+00
4.590000000000000000e+02	0.000000000000000000e+00
4.600000000000000000e+02	0.000000000000000000e+00
4.610000000000000000e+02	8.908045999999999326e-03
4.620000000000000000e+02	1.058429116666666572e-02
4.630000000000000000e+02	1.226053633333333386e-02
4.640000000000000000e+02	1.393678150000000025e-02
4.650000000000000000e+02	1.561302666666666839e-02
4.660000000000000000e+02	1.728927183333333478e-02
4.670000000000000000e+02	1.896551700000000118e-02
4.680000000000000000e+02	2.255747100000000255e-02
4.690000000000000000e+02	2.614942500000000045e-02
4.700000000000000000e+02	2.988505720000000226e-02
4.710000000000000000e+02	3.362068940000000061e-02
4.720000000000000000e+02	3.735632160000000590e-02
4.730000000000000000e+02	4.109195380000000425e-02
4.740000000000000000e+02	4.482758600000000260e-02
4.750000000000000000e+02	4.865900366666666560e-02
4.760000000000000000e+02	5.249042133333333554e-02
4.770000000000000000e+02	5.632183899999999854e-02
4.780000000000000000e+02	5.967432933333333134e-02
4.790000000000000000e+02	6.302681966666666413e-02
4.800000000000000000e+02	6.637930999999999693e-02
4.810000000000000000e+02	8.218390799999999996e-02
4.820000000000000000e+02	8.601532566666666990e-02
4.830000000000000000e+02	8.984674333333332596e-02
4.840000000000000000e+02	9.367816099999999591e-02
4.850000000000000000e+02	9.547413800000000006e-02
4.860000000000000000e+02	9.727011499999999034e-02
4.870000000000000000e+02	9.906609199999999449e-02
4.880000000000000000e+02	1.008620689999999986e-01
4.890000000000000000e+02	1.080459770000000014e-01
4.900000000000000000e+02	1.147509580000000001e-01
4.910000000000000000e+02	1.214559390000000128e-01
4.920000000000000000e+02	1.281609200000000115e-01
4.930000000000000000e+02	1.299568970000000157e-01
4.940000000000000000e+02	1.317528740000000198e-01
4.950000000000000000e+02	1.335488509999999962e-01
4.960000000000000000e+02	1.353448280000000004e-01
4.970000000000000000e+02	1.461206899999999975e-01
4.980000000000000000e+02	1.568965519999999947e-01
4.990000000000000000e+02	1.621647509999999959e-01
5.000000000000000000e+02	1.674329499999999971e-01
5.010000000000000000e+02	1.727011489999999982e-01
5.020000000000000000e+02	1.806034479999999998e-01
5.030000000000000000e+02	1.885057470000000013e-01
5.040000000000000000e+02	1.956896550000000179e-01
5.050000000000000000e+02	2.028735630000000068e-01
5.060000000000000000e+02	2.035919537499999987e-01
5.070000000000000000e+02	2.043103445000000185e-01
5.080000000000000000e+02	2.050287352500000104e-01
5.090000000000000000e+02	2.057471260000000024e-01
5.100000000000000000e+02	2.107758619999999805e-01
5.110000000000000000e+02	2.158045979999999864e-01
5.120000000000000000e+02	2.225095786666666520e-01
5.130000000000000000e+02	2.292145593333333453e-01
5.140000000000000000e+02	2.359195400000000109e-01
5.150000000000000000e+02	2.531609195000000256e-01
5.160000000000000000e+02	2.704022990000000126e-01
5.170000000000000000e+02	2.890804599999999835e-01
5.180000000000000000e+02	3.077586210000000100e-01
5.190000000000000000e+02	3.451149430000000073e-01
5.200000000000000000e+02	3.566091949999999899e-01
5.210000000000000000e+02	3.767241379999999862e-01
5.220000000000000000e+02	3.867816090000000262e-01
5.230000000000000000e+02	4.198275859999999748e-01
5.240000000000000000e+02	4.442528740000000198e-01
5.250000000000000000e+02	4.385057470000000013e-01
5.260000000000000000e+02	4.830459770000000153e-01
5.270000000000000000e+02	4.744252869999999733e-01
5.280000000000000000e+02	4.916666670000000017e-01
5.290000000000000000e+02	5.089080459999999473e-01
5.300000000000000000e+02	5.218390800000000107e-01
5.310000000000000000e+02	5.491379309999999681e-01
5.320000000000000000e+02	5.577586209999999545e-01
5.330000000000000000e+02	5.656609194999999701e-01
5.340000000000000000e+02	5.735632179999999858e-01
5.350000000000000000e+02	5.922413790000000677e-01
5.360000000000000000e+02	6.109195400000000387e-01
5.370000000000000000e+02	6.200191569999999874e-01
5.380000000000000000e+02	6.291187740000000472e-01
5.390000000000000000e+02	6.382183909999999960e-01
5.400000000000000000e+02	6.446839079999999722e-01
5.410000000000000000e+02	6.511494249999999484e-01
5.420000000000000000e+02	6.554597699999999971e-01
5.430000000000000000e+02	6.597701149999999348e-01
5.440000000000000000e+02	6.640804599999999835e-01
5.450000000000000000e+02	6.813218389999999847e-01
5.460000000000000000e+02	6.885057470000000013e-01
5.470000000000000000e+02	7.043103450000000043e-01
5.480000000000000000e+02	7.373563220000000085e-01
5.490000000000000000e+02	7.316091949999999899e-01
5.500000000000000000e+02	7.373563214999999671e-01
5.510000000000000000e+02	7.431034479999999443e-01
5.520000000000000000e+02	7.488505745000000324e-01
5.530000000000000000e+02	7.545977010000000096e-01
5.540000000000000000e+02	7.603448274999999867e-01
5.550000000000000000e+02	7.660919539999999639e-01
5.560000000000000000e+02	7.693247127500000282e-01
5.570000000000000000e+02	7.725574714999999815e-01
5.580000000000000000e+02	7.757902302499999347e-01
5.590000000000000000e+02	7.790229889999999990e-01
5.600000000000000000e+02	7.937500002499999763e-01
5.610000000000000000e+02	8.084770114999999535e-01
5.620000000000000000e+02	8.232040227500000418e-01
5.630000000000000000e+02	8.379310340000000190e-01
5.640000000000000000e+02	8.178160920000000500e-01
5.650000000000000000e+02	8.508620690000000542e-01
5.660000000000000000e+02	8.544540229999999514e-01
5.670000000000000000e+02	8.580459769999999597e-01
5.680000000000000000e+02	8.738505749999999628e-01
5.690000000000000000e+02	8.537356320000000220e-01
5.700000000000000000e+02	8.623563215000000781e-01
5.710000000000000000e+02	8.709770110000000232e-01
5.720000000000000000e+02	8.925287360000000447e-01
5.730000000000000000e+02	9.126436780000000137e-01
5.740000000000000000e+02	9.047413790000000677e-01
5.750000000000000000e+02	8.968390800000000107e-01
5.760000000000000000e+02	9.025862064999999879e-01
5.770000000000000000e+02	9.083333329999999650e-01
5.780000000000000000e+02	9.471264369999999877e-01
5.790000000000000000e+02	9.377873565000000022e-01
5.800000000000000000e+02	9.284482760000000168e-01
5.810000000000000000e+02	9.499999999999999556e-01
5.820000000000000000e+02	9.492816090000000262e-01
5.830000000000000000e+02	9.485632179999999858e-01
5.840000000000000000e+02	9.643678159999999888e-01
5.850000000000000000e+02	9.715517240000000054e-01
5.860000000000000000e+02	9.787356320000000220e-01
5.870000000000000000e+02	9.729885059999999752e-01
5.880000000000000000e+02	9.643678159999999888e-01
5.890000000000000000e+02	9.557471260000000024e-01
5.900000000000000000e+02	9.744252869999999733e-01
5.910000000000000000e+02	9.916666669999999462e-01
5.920000000000000000e+02	9.830459769999999597e-01
5.930000000000000000e+02	9.744252869999999733e-01
5.940000000000000000e+02	9.859195400000000387e-01
5.950000000000000000e+02	9.808908044999999909e-01
5.960000000000000000e+02	9.758620690000000542e-01
5.970000000000000000e+02	9.902298849999999764e-01
5.980000000000000000e+02	9.938218389999999847e-01
5.990000000000000000e+02	9.974137929999999930e-01
6.000000000000000000e+02	9.931034480000000553e-01
6.010000000000000000e+02	9.887931030000000066e-01
6.020000000000000000e+02	9.772988510000000240e-01
6.030000000000000000e+02	9.763409963333333774e-01
6.040000000000000000e+02	9.753831416666666199e-01
6.050000000000000000e+02	9.744252869999999733e-01
6.060000000000000000e+02	9.873563220000000085e-01
6.070000000000000000e+02	9.931034480000000553e-01
6.080000000000000000e+02	9.629310340000000190e-01
6.090000000000000000e+02	9.543103450000000043e-01
